t,inp,resp,fit
2.38,12.0000000750132,-2.35713435044978,2.01816726232587
2.4,11.9999999378601,0.563274410164312,4.51814271337092
2.42,12.0000000007366,3.5220590490564,6.35500164678642
2.44,12.0000002626897,5.38663653033878,7.70463524143324
2.46,12.0000003429501,6.74625127174764,8.69627969982501
2.48,11.9999999685721,8.34510390922312,9.42489126688959
2.5,11.9999999706316,9.03622879183878,9.96023914359411
2.52,12.0000004666283,9.5434998005638,10.3535863935185
2.54,12.000000114387,9.76684135948397,10.6425986188692
2.56,12.0000002380033,9.95606000147018,10.8549506510352
2.58,11.999999988321,10.1823090236037,11.0109764984105
2.6,11.9999998656734,10.3892674525618,11.1256165210398
2.62,11.9999998051818,10.604025453554,11.209848370741
2.64,11.999999897561,10.8338625966103,11.2717379157705
2.66,12.0000000730026,11.0222942188357,11.3172112198506
2.68,11.9999999783548,11.156948712631,11.3506227980034
2.7,12.0000000898915,11.2578925164991,11.3751719188708
2.72,12.0000001184553,11.339042958785,11.3932093742249
2.74,12.0000002574244,11.4093596649642,11.4064623938079
2.76,12.000000273436,11.4411053290196,11.4162000840127
2.78,12.0000001877477,11.4575874844319,11.4233549041287
2.8,12.0000001190527,11.4828509147628,11.4286118900449
2.82,12.0000000388982,11.4939704718343,11.4324744929033
2.84,11.9999995507242,11.5018699792613,11.4353125506969
2.86,11.9999994963332,11.5112923345983,11.437397851103
2.88,12.0000002132439,11.5002866373846,11.4389300313099
2.9,12.0000001084732,11.4811736595079,11.4400557802798
2.92,12.0000002079317,11.4929732462058,11.4408829078685
2.94,11.9999999650506,11.5042328001021,11.4414906202578
2.96,11.9999998999332,11.5101867659648,11.4419370139471
2.98,12.0000001886167,11.5180559130234,11.4422649883131
3,11.9999999674554,11.5164761772107,11.4425061490794
3.02,11.9999997667984,11.5060019452638,11.4426833156463
3.04,11.9999996844412,11.5000107427377,11.4428135140815
3.06,11.99999967405,11.4965247954044,11.4429091160523
3.08,11.9999998790686,11.4533651976721,11.4429793432067
3.1,12.0000000739909,11.4442700288129,11.443031015685
3.12,1.87876475631592,11.4542151062997,11.4430689261393
3.14,-12.0000002509792,11.4603969045837,11.4430967301219
3.16,-11.9999999821967,11.4757747188371,11.443117138289
3.18,-11.9999996622085,11.2403604320999,11.4431321305779
3.2,-11.9999999802536,10.7368987996874,11.4431431980319
3.22,-12.0000000148599,9.03215800057182,11.4431513791565
3.24,-12.0000001564487,6.69986643614523,8.88308145346054
3.26,-12.0000004045405,4.63744867742449,3.49155854892069
3.28,-11.999999932351,2.43380902213677,-0.469867189992334
3.3,-12.0000001185079,-1.55158825611078,-3.38052786893538
3.32,-12.0000003198808,-4.4255951030133,-5.51913823312629
3.34,-12.0000003753303,-6.43248349950019,-7.0904839335532
3.36,-12.0000001801743,-8.15652456628386,-8.24503149136468
3.38,-12.0000001367827,-8.93882252877719,-9.09333630433095
3.4,-12.0000004761041,-9.89124890456975,-9.71662883109165
3.42,-12.0000004462781,-10.3063715259896,-10.1745935654244
3.44,-12.0000002285543,-10.3955767092778,-10.5110835746437
3.46,-12.0000001973783,-10.3970102951327,-10.7583198946048
3.48,-12.0000000716836,-10.4323607183431,-10.9399769309367
3.5,-11.999999822714,-10.5144052624619,-11.0734495740651
3.52,-11.999999822714,-10.5877409630873,-11.1715187921896
3.54,-11.9999998792029,-10.7164354148663,-11.2435752218375
3.56,-11.9999999992089,-10.8433036507211,-11.296518686624
3.58,-11.9999999992089,-10.9717035986633,-11.3354189322336
3.6,-12.000000211305,-11.0547053459768,-11.3640008873075
3.62,-12.0000004825822,-11.1084439236573,-11.3850014388988
3.64,-12.0000005125633,-11.1609121362038,-11.4004316111351
3.66,-12.0000003027614,-11.1870887473387,-11.4117689569314
3.68,-12.0000001652879,-11.1932644552761,-11.4200991112629
3.7,-12.0000001443014,-11.1987295343142,-11.4262196988831
3.72,-11.9999998705343,-11.2139456529238,-11.4307168592263
3.74,-11.9999997753628,-11.2198656138701,-11.4340212200364
3.76,-11.999999998772,-11.2029082990719,-11.4364491093927
3.78,-12.0000002993466,-11.1819987079393,-11.4382329499899
3.8,-12.0000004443685,-11.1831539468471,-11.4395435935362
