t,inp,resp,fit
8.82,11.9999999371324,-10.6406862715847,-11.286315800287
8.84,11.9999998400771,-9.63666030192099,-11.2863158093384
8.86,12.0000005943846,-7.67549039906959,-8.56409248616682
8.88,12.0000005644769,-5.23331794014015,-4.1198514054326
8.9,12.000000335699,-2.49922802938318,-0.67061649196812
8.92,12.0000000551316,2.63547342103648,2.00638072924146
8.94,11.9999995081929,3.82684605081892,4.08403408711464
8.96,11.9999997431737,6.6954343532907,5.69652861868693
8.98,11.9999999076866,7.94278993461706,6.948007344653
9,11.999999925145,8.67677774247789,7.91929671149774
9.02,12.0000002386402,9.42851615464038,8.67312732835097
9.04,12.0000002600874,10.1561801918232,9.25818529072032
9.06,12.0000000833634,10.478107540551,9.71225648314172
9.08,12.0000000809753,10.603434192018,10.0646672565905
9.1,12.0000003593733,10.7592935429402,10.3381780047024
9.12,12.0000000537353,10.9250440125936,10.5504533571875
9.14,11.9999997899323,11.0006388174054,10.7152031626655
9.16,11.9999997782895,11.1138379595871,10.8430676941352
9.18,11.9999997981832,11.2213845404577,10.9423050295132
9.2,11.99999987248,11.2961787714101,11.0193244519311
9.22,11.9999999219651,11.356944717759,11.0791003141435
9.24,11.9999996901181,11.3694718263041,11.1254930957301
9.26,12.0000000600503,11.3623365906144,11.1614990983027
9.28,11.9999994560085,11.3638075753603,11.1894438358954
9.3,11.9999994504607,11.374192124503,11.211132124588
9.32,11.9999997027127,11.3327760637764,11.2279647110882
9.34,11.9999998378804,11.360987959824,11.241028716965
9.36,11.9999998142247,11.3799297894241,11.2511678177887
9.38,11.9999998592767,11.3470774691443,11.2590369874082
9.4,11.9999999893522,11.3127848385876,11.2651442279772
9.42,12.0000001216132,11.2786861712544,11.2698841378764
9.44,12.0000000055476,11.2248017098341,11.2735628984451
9.46,11.9999998894821,11.2040716390025,11.2764180621747
9.48,12.0000001519441,11.1255284181325,11.2786339879414
9.5,12.0000001819247,11.0532394886269,11.2803538070454
9.52,11.9999999161273,11.0111778027359,11.2816886090384
9.54,11.999999888095,10.9365944463417,11.2827245945637
9.56,12.0000003977939,10.93277344223,11.2835286123422
9.58,11.9999999986754,10.9341249288324,11.2841525968509
9.6,11.9999999953897,10.932230854027,11.2846369348385
9.62,12.0000004194614,10.897175161176,11.28501284234
9.64,12.0000004142681,10.8988075803554,11.2853045332089
9.66,12.0000002502301,10.9047863727232,11.2855309124898
9.68,12.0000000522659,10.9595786930222,11.2857067158047
9.7,11.9999998543016,10.987027264234,11.2858430750652
9.72,11.9999999431705,11.0211250796555,11.2859489046187
9.74,11.9999998502687,11.0874113747669,11.2860311296475
9.76,11.9999998067769,11.1216052300141,11.2860949444983
9.78,11.999999831257,11.1536223678094,11.2861444375156
9.8,11.999999856973,11.2278953791576,11.2861828080226
9.82,11.9999998832052,11.2511807386206,11.2862125462005
9.84,11.9999997452906,11.2239127183498,11.2862356451112
9.86,11.9999997528822,11.2029891905759,11.2862535529223
9.88,11.9999997671656,11.1886639571572,11.2862674422558
9.9,11.9999994848537,11.1732983894187,11.286278227108
9.92,11.9999999821161,11.1555658548107,11.2862866027911
9.94,11.9999998520129,11.137249273645,11.2862931087945
9.96,11.9999996459427,11.1736174190542,11.2862981291498
9.98,11.999999982197,11.1798329475398,11.2863020271133
